"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED"
85290,"Synallactes challengeri","",2001
95035,"Flustrellidra corniculata","",2001
98206,"Cnemidocarpa finmarkiensis","broad base tunicate",2001
66009,"Sicyonia ingentis","ridgeback rock shrimp",2001
66055,"Pandalus stenolepis","roughpatch shrimp",2001
21318,"Icelinus fimbriatus","fringed sculpin",2002
22224,"Careproctus ectenes","shovelhead snailfish",2002
22225,"Careproctus canus","gray snailfish",2002
22246,"Careproctus comus","comic snailfish",2002
22252,"Paraliparis paucidens","toothless snailfish",2002
22253,"Lipariscus nanus","pygmy snailfish",2002
22264,"Lopholiparis flerxi","hardhead snailfish",2002
22919,"Chaenophryne draco","smooth dreamer",2002
22924,"Caulophryne jordani","fanfin angler",2002
23590,"Neoscopelus macrolepidotus","glowingfish",2002
40507,"Bolinopsis sp.","",2002
41333,"Anthomastus sp. cf. japonicus (Bayer et al.)","",2002
41510,"Ideogorgia sp.","",2002
41523,"Primnoa resedaeformis","",2002
41571,"Swiftia pacifica","",2002
41572,"Psammogorgia simplex","",2002
41583,"Paragorgia pacifica","",2002
41750,"Clavularia sp.","",2002
41751,"Clavularia sp. cf. evagorgiacrustans (Bayer et al.)","",2002
44005,"Flabellum sp. A (Clark 2006)","tan trumpet coral",2002
44045,"Stylaster alaskanus","",2002
44046,"Stylaster stejnegeri","",2002
44047,"Stylaster venustus","",2002
44050,"Stylantheca petrograpta","",2002
44052,"Stenohelia sp.","",2002
44071,"Thouarella sp. 1 (Bayer et al.)","",2002
44072,"Thouarella sp. 2 (Bayer et al.)","",2002
44073,"Thouarella sp. 3 (Bayer et al.)","",2002
44074,"Thouarella sp. 4 (Bayer et al.)","",2002
44083,"Plumarella sp.","",2002
44092,"Muriceides nigra","",2002
23562,"Cololabis saira","Pacific saury",1984
23602,"Benthalbella sp.","",1984
23603,"Benthalbella dentata","northern pearleye",1984
22570,"Anotopterus nikparini","North Pacific daggertooth",1989
22582,"Mola mola","ocean sunfish",1984
22595,"Scopelengys tristis","blackchin",1988
22600,"Myctophidae","lanternfish unid.",1984
22601,"Stenobrachius sp.","",1984
22602,"Stenobrachius leucopsarus","northern lampfish",1984
22603,"Stenobrachius nannochir","garnet lampfish",1984
22609,"Diaphus sp.","",1984
22610,"Diaphus theta","California headlightfish",1984
22620,"Lampanyctus sp.","",1984
22623,"Nannobrachium ritteri","broadfin lanternfish",1984
22624,"Nannobrachium regale","pinpoint lampfish",1984
22625,"Lampanyctus jordani","brokenline lampfish",1984
22640,"Hygophum reinhardtii","slender lanternfish",1984
22642,"Notoscopelus resplendens","patchwork lampfish",1984
22647,"Protomyctophum crockeri","California flashlightfish",1991
22648,"Protomyctophum sp.","",1984
22649,"Protomyctophum thompsoni","northern flashlightfish",1984
22650,"Tarletonbeania sp.","",1984
22651,"Tarletonbeania crenularis","blue lanternfish",1984
22656,"Symbolophorus californiensis","California lanternfish",1984
22701,"Nemichthyidae","snipe eel unid.",1984
22702,"Nemichthys scolopaceus","slender snipe eel",1984
22703,"Avocettina sp.","",1989
22704,"Avocettina infans","blackline snipe eel",1984
22721,"Serrivomer sector","sawtooth eel",1991
22800,"Notacanthidae","spiny eel unid.",1984
22900,"Oneirodidae","dreamer unid.",1984
22912,"Oneirodes sp.","",1984
22913,"Oneirodes acanthias","spiny dreamer",1984
22915,"Oneirodes thompsoni","",1984
22226,"Careproctus phasma","monster snailfish",1984
22228,"Careproctus cypselurus","blackfin snailfish",1984
22229,"Careproctus furcellus","emarginate snailfish",1984
22230,"Careproctus abbreviatus","short snailfish",1984
22232,"Careproctus scottae","peachskin snailfish",1984
22233,"Careproctus gilberti","smalldisk snailfish",1984
22235,"Careproctus colletti","Alaska snailfish",1984
22236,"Careproctus rastrinus","salmon snailfish",1984
22237,"Careproctus ovigerus","abyssal snailfish",1984
22238,"Liparis tunicatus","kelp snailfish",1991
22239,"Careproctus zachirus","paintbrush snailfish",1995
22241,"Paraliparis dactylosus","red snailfish",1984
22243,"Paraliparis deani","prickly snailfish",1984
22244,"Paraliparis cephalus","swellhead snailfish",1984
22250,"Paraliparis sp.","",1984
22255,"Nectoliparis pelagicus","tadpole snailfish",1984
22260,"Rhinoliparis sp.","",1984
22262,"Rhinoliparis attenuatus","slim snailfish",1984
22271,"Acantholiparis opercularis","spiny snailfish",1984
22300,"Melamphaidae","bigscale unid.",1984
22310,"Poromitra curilensis (=crassiceps)","crested bigscale",1984
22320,"Melamphaes lugubris","highsnout bigscale",1984
22390,"Allocyttus folletti","oxeye oreo",1984
22400,"Melanostomiinae","scaleless dragonfish unid.",1984
22410,"Tactostoma macropus","longfin dragonfish",1984
22420,"Bathophilus flemingi","highfin dragonfish",1984
22461,"Caristius macropus","manefish",1984
22500,"Merluccius productus","Pacific hake",1984
21935,"Hexagrammos decagrammus","kelp greenling",1984
21936,"Zaniolepis latipinnis","longspine combfish",1984
21937,"Zaniolepis frenata","shortspine combfish",1984
22010,"Icosteus aenigmaticus","ragfish",1984
22110,"Idiacanthus antrostomus","Pacific blackdragon",1984
22121,"Medialuna californiensis","halfmoon",1993
22170,"Cyclopteridae","lumpsucker unid.",1989
22175,"Aptocyclus ventricosus","smooth lumpsucker",1989
22176,"Lethotremus muticus","docked snailfish",1989
22177,"Eumicrotremus birulai","round lumpsucker",1989
22178,"Eumicrotremus orbis","Pacific spiny lumpsucker",1989
22179,"Eumicrotremus derjugini","leatherfin lumpsucker",1989
22182,"Eumicrotremus andriashevi","pimpled lumpsucker",1986
22183,"Eumicrotremus sp.","spiny lumpsuckers",1995
22200,"Liparidae","snailfish unid.",1984
22201,"Liparis sp.","",1984
22202,"Liparis fucensis","slipskin snailfish",1984
22203,"Liparis bristolense","Bristol snailfish",1984
22204,"Liparis dennyi","marbled snailfish",1984
22205,"Liparis gibbus","variegated snailfish",1984
22206,"Crystallichthys cyclospilus","blotched snailfish",1984
22207,"Liparis megacephalus","bighead snailfish",1984
22208,"Liparis pulchellus","showy snailfish",1984
22209,"Liparis callyodon","spotted snailfish",1984
22210,"Liparis ochotensis","Okhotsk snailfish",1984
22211,"Liparis cyclopus","ribbon snailfish",1984
22213,"Liparis rutteri","ringtail snailfish",1989
22214,"Elassodiscus sp.","",1984
22215,"Elassodiscus caudatus","humpback snailfish",1984
22216,"Elassodiscus tremebundus","blacklip snailfish",1984
22219,"Careproctus sp.","",1984
22220,"Careproctus melanurus","blacktail snailfish",1984
21720,"Gadus macrocephalus","Pacific cod",1984
21725,"Boreogadus saida","Arctic cod",1984
21726,"Moridae","codlings unid.",1984
21727,"Halargyreus johnsonii","slender codling",1992
21731,"Antimora microlepis","Pacific flatnose",1984
21732,"Physiculus rastrelliger","hundred fathom codling",1984
21733,"Laemonema longipes","longfin codling",1984
21735,"Eleginus gracilis","saffron cod",1984
21740,"Gadus chalcogrammus","walleye pollock",1984
21752,"Gasterosteus aculeatus","threespine stickleback",1984
21753,"Pungitius pungitius","ninespine stickleback",1984
21760,"Syngnathidae","pipefish unid.",1984
21770,"Gobiidae","goby unid.",1984
21800,"Gonostomatidae","bristlemouth unid.",1984
21810,"Cyclothone sp.","",1984
21815,"Cyclothone acclinidens","benttooth bristlemouth",1984
21818,"Gonostoma sp.","",1989
21820,"Sternoptychidae","hatchetfish unid.",1989
21822,"Argyropelecus sp.","",1989
21823,"Argyropelecus lychnus","tropical hatchetfish",1989
21824,"Argyropelecus affinis","slender hatchetfish",1989
21825,"Sternoptyx diaphana","longspine hatchetfish",1989
21845,"Stomias atriventer","blackbelly dragonfish",1989
21900,"Hexagrammidae","greenling unid.",1984
21910,"Ophiodon elongatus","lingcod",1984
21915,"Oxylebius pictus","painted greenling",1989
21921,"Pleurogrammus monopterygius","Atka mackerel",1984
21930,"Hexagrammos sp.","",1984
23709,"Mentodus eubranchus","",2010
72516,"Calliostoma canaliculatum","channeled topsnail",2010
98073,"","pineapple tunicate",2010
21931,"Hexagrammos octogrammus","masked greenling",1984
21932,"Hexagrammos stelleri","whitespotted greenling",1984
21934,"Hexagrammos lagocephalus","rock greenling",1984
21395,"Psychrolutes phrictus","blob sculpin",1984
21397,"Blepsias bilobus","crested sculpin",1984
21398,"Blepsias cirrhosus","silverspotted sculpin",1984
21405,"Nautichthys pribilovius","eyeshade sculpin",1984
21406,"Nautichthys oculofasciatus","sailfin sculpin",1984
21407,"Nautichthys robustus","shortmast sculpin",1984
21415,"Rhamphocottus richardsoni","grunt sculpin",1984
21420,"Hemitripterus bolini","bigmouth sculpin",1984
21421,"Hemitripterus villosus","sea raven",1992
21423,"Eurymen gyrinus","smoothcheek sculpin",1984
21429,"Triglops xenostethus","scalybreasted sculpin",1984
21437,"Icelinus burchami","dusky sculpin",1984
21438,"Icelus spiniger","thorny sculpin",1984
21439,"Icelus canaliculatus","blacknose sculpin",1984
21440,"Icelus euryops","wide-eye sculpin",1984
21441,"Icelus spatula","spatulate sculpin",1984
21443,"Icelus uncinalis","uncinate sculpin",1984
21444,"Rastrinus scutiger","roughskin sculpin",1984
21445,"Jordania zonope","longfin sculpin",1984
21446,"Icelus sp.","",1984
21447,"Paricelinus hopliticus","thornback sculpin",1984
21484,"Paralabrax nebulifer","barred sand bass",1989
21500,"Embiotocidae","surfperch unid.",1984
21501,"Amphistichus argenteus","barred surfperch",1989
21506,"Embiotoca lateralis","striped surfperch",1988
21510,"Cymatogaster aggregata","shiner perch",1984
21515,"Hyperprosopon anale","spotfin surfperch",1989
21521,"Rhacochilus vacca","pile perch",1984
21522,"Zalembius rosaceus","pink seaperch",1984
21592,"Trichodon trichodon","Pacific sandfish",1984
21595,"Kali indica","shortnose swallower",1984
21596,"Chiasmodon niger","black swallower",1991
21710,"Microgadus proximus","Pacific tomcod",1984
21348,"Hemilepidotus papilio","butterfly sculpin",1984
21349,"Archistes plumarius","plumed sculpin",1992
21350,"Triglops sp.","",1984
21352,"Triglops forficata","scissortail sculpin",1984
21353,"Triglops metopias","highbrow sculpin",1984
21354,"Triglops scepticus","spectacled sculpin",1984
21355,"Triglops pingeli","ribbed sculpin",1984
21356,"Triglops macellus","roughspine sculpin",1984
21360,"Microcottus sellaris","brightbelly sculpin",1984
21363,"Artedius lateralis","smoothhead sculpin",1984
21366,"Chitonotus pugetensis","roughback sculpin",1984
21368,"Myoxocephalus scorpius","shorthorn (=warty) sculpin",1984
21369,"Myoxocephalus niger","warthead sculpin",1984
21370,"Myoxocephalus polyacanthocephalus","great sculpin",1984
21371,"Myoxocephalus jaok","plain sculpin",1984
420,"Beringraja binoculata","big skate",1984
425,"Raja inornata","California skate",1984
10129,"Hippoglossoides sp.","",1987
10130,"Hippoglossoides elassodon","flathead sole",1984
10140,"Hippoglossoides robustus","Bering flounder",1984
10145,"Hypsopsetta guttulata","diamond turbot",1984
10150,"Lyopsetta exilis","slender sole",1987
10155,"Liopsetta glacialis","Arctic flounder",1987
10160,"Eopsetta jordani","petrale sole",1984
10170,"Parophrys vetulus","English sole",1987
10180,"Microstomus pacificus","Dover sole",1984
10190,"Embassichthys bathybius","deepsea sole",1984
10200,"Glyptocephalus zachirus","rex sole",1987
10201,"Glyptocephalus zachirus larvae","rex sole larvae",1984
10210,"Limanda aspera","yellowfin sole",1994
10211,"Limanda proboscidea","longhead dab",1987
10212,"Limanda sakhalinensis","Sakhalin sole",1987
10220,"Platichthys stellatus","starry flounder",1984
10240,"Clidoderma asperrimum","roughscale sole",1984
10250,"Psettichthys melanostictus","sand sole",1984
10270,"Isopsetta isolepis","butter sole",1987
10280,"Pleuronichthys decurrens","curlfin sole",1984
10115,"Reinhardtius hippoglossoides","Greenland turbot",1984
10120,"Hippoglossus stenolepis","Pacific halibut",1984
10122,"Parophrys vetulus X Platichthys stellatus hybrid","hybrid sole",1984
1,"","fish egg unid.",1989
2,"","fish larvae unid.",1984
3,"","fish unid.",1984
10,"Petromyzontidae","lamprey unid.",1984
21,"Lampetra tridentata","Pacific lamprey",1984
100,"Myxinidae","hagfish unid.",1984
110,"Eptatretus deani","black hagfish",1984
120,"Eptatretus stouti","Pacific hagfish",1984
150,"Selachii","shark unid.",1984
151,"Chondrichthyes","cartilaginous fish unid.",2010
160,"Selachii egg case","shark egg case unid.",2010
180,"Alopias vulpinus","thresher shark",1984
44099,"Arthrogorgia utinomi","",2002
94900,"Phoronida","phoronida tube worm unid.",1989
72410,"Boreotrophon rotundus","",2006
72436,"Nipponotrophon sp. A (Clark and McLean)","",2006
72513,"Calliostoma titanium","",2006
72514,"Calliostoma variegatum","",2006
72521,"Calliotropis carlotta","",2006
72536,"Margarites sp. A (Clark and McLean)","three ribbed margarite",2006
72537,"Margarites sp. B (Clark and McLean)","tabled margarite",2006
72538,"Margarites sp. C (Clark and McLean)","silvery margarite",2006
72545,"Solariella peramabilis","",2006
72546,"Solariella sp. A (Clark and McLean)","",2006
72551,"Otukaia kiheiziebisu","",2006
72554,"Calliostoma ligatum","blue topsnail",2006
72555,"Calliostoma annulatum","",2006
72571,"Oligoneria conica","",2006
72731,"Amphissa sp.","",2006
72768,"Ancistrolepis bicinctus","two-ribbed whelk",2006
72788,"Volutomitra sp. B (Clark and McLean)","",2006
72794,"Arctomelon sp. cf. stearnsii (Clark and McLean)","",2006
72796,"Volutomitra sp. A (Clark and McLean)","",2006
72810,"Velutina rubra","",2006
72807,"Velutina sp. A (Clark and McLean)","",2006
72808,"Velutina sp. B (Clark and McLean)","",2006
72809,"Velutina sp. C (Clark and McLean)","",2006
73188,"Admete gracilior","",2006
73189,"Neadmete circumcenta","",2006
73190,"Neadmete modesta","",2006
74108,"Chlamys sp. cf. unalaskae (Clark and  McLean)","",2006
74178,"Cyclopecten uschakovi","",2006
74179,"Cyclopecten sp. cf. benthalis (Clark and McLean)","",2006
74322,"Panomya norvegica","Arctic roughmya",2006
74332,"Nucula sp.","",2006
74437,"Nuculana taphria","",2006
74438,"Propeleda conceptionis","",2006
74485,"Glycymeris septentrionalis","",2006
74486,"Glycymeris subobsoleta","California bittersweet",2006
74551,"Vilasina seminuda","",2006
74571,"Limatula attenuata","",2006
74572,"Limatula sp. A (Clark and McLean)","",2006
74645,"Astarte compacta","",2006
74648,"Astarte esquimalti","",2006
74646,"Astarte arctica","",2006
74647,"Astarte montagui","",2006
74652,"Cyclocardia ovata","",2006
74657,"Cyclocardia umnaka","",2006
74924,"Conchocele bisecta","",2006
75120,"Gari californica","",2006
75125,"Semele rubropicta","",2006
75204,"Tellina modesta","",2006
75206,"Tellina bodegensis","",2006
75218,"Entodesma navicula","",2006
75221,"Pandora wardiana","",2006
75222,"Pandora bilirata","bilirate Pandora",2006
75235,"Glycymeris sp.","bittersweets",2006
75243,"Macoma yoldiformis","",2006
75245,"Macoma carlottensis","",2006
75246,"Macoma  moesta","",2006
75248,"Macoma inquinata","pointed Macoma",2006
75287,"Serripes notabilis","oblique smoothcockle",2006
75331,"Mya baxteri","",2006
75340,"Thracia trapezoides","",2006
75560,"Cuspidaria glacialis","",2006
75570,"Halicardia perplicata","",2006
77010,"Dentaliidae","",2006
77015,"Gadilidae","",2006
79206,"Gonatus kamtschaticus","",2006
79207,"Eogonatus tinro","",2006
80201,"Lethasterias sp.","",2006
41752,"Clavularia incrustans","encrusting coral",2006
44012,"Javania sp.","",2006
80735,"Goniasteridae","goniasterid sea stars",2006
72404,"Boreotrophon rotundatus","rotund trophon",2006
62003,"Arcturus longispinis","",2006
69401,"Erimacrus sp.","",2006
72399,"Scabrotrophon sp.","",2006
72023,"Antiplanes vinosus","",2006
75031,"Protothaca sp.","",2006
72785,"Buccinum transliratum","transect whelk",2006
72381,"Torellia sp.","hairysnails",2006
74174,"Parvamussium sp.","",2006
79208,"Gonatus middendorffi","",2006
79211,"Berryteuthis anonychus","",2006
82691,"Marginoproctus djakonovi","",2006
82741,"Dendraster excentricus","",2006
82751,"Ptilocrinus pinnatus","yellow sea lily",2006
82765,"Florometra inexpectata","",2006
82773,"Psathyrometra profundorum","",2006
82775,"Fariometra sp.","dwarf feather star",2006
83021,"Gorgonocephalus sp. cf. arcticus","",2006
83025,"Astrophyton pardalis","",2006
83065,"Asteroschema sublaeve","",2006
83081,"Astrochele sp. A (Clark 2006)","",2006
83311,"Ophiura cryptolepis","",2006
83312,"Ophiura quadrispina","four spined brittle star",2006
83319,"Ophiura luetkenii","gray brittle star",2006
83336,"Stegophiura nodosa","",2006
83337,"Amphiophiura sp. A (Clark 2006)","",2006
83338,"Amphiophiura superba","",2006
83341,"Ophiophthalmus normani","",2006
71888,"Neptunea sp. B (McLean and Clark)","",2005
71889,"Neptunea sp. C (McLean and Clark)","",2005
72775,"Buccinum sp. B (McLean and Clark)","mega-ribbed chestnut whelk",2005
72776,"Buccinum sp. C (McLean and Clark)","one-ribbed whelk",2005
72777,"Buccinum sp. D (McLean and Clark)","many-ribbed chestnut whelk",2005
72778,"Buccinum triplostephanum","three-ribbed chestnut whelk",2005
72779,"Buccinum sp. E (McLean and Clark)","two-ribbed chestnut whelk",2005
72780,"Buccinum sp. F (McLean and Clark)","crenulated whelk",2005
41601,"Callogorgia kinoshitae","",2006
41605,"Parastenella sp. A (Clark 2006)","sugar coral",2006
42007,"Protoptilum sp.","",2006
42021,"Anthoptilum murrayi","Murray sea pen",2006
43044,"Urticina columbiana","crusty red anemone",2006
43111,"Actinostola sp. A (Clark 2006)","",2006
43112,"Actinostola sp. B (Clark 2006)","",2006
43121,"","tumbling anemone",2006
44075,"Plumarella superba","bushy coral",2006
44104,"Plumarella sp. D","spiny Plumarella",2006
44105,"Anthothela grandiflora","",2006
44106,"Thouarella cristata","bottlebrush coral",2006
44107,"Primnoa wingi","",2006
44108,"Primnoa sp. 1 (Clark 2006)","",2006
44110,"Lepidisis sp.","",2006
41332,"Anthomastus sp. B","gray Anthomastus",1996
41102,"Alcyonium sp.","",1996
44093,"Muriceides sp.","",1996
44098,"Arthrogorgia sp.","",1996
44090,"Fanellia compressa","",1996
44086,"Plumarella sp. 1 (Bayer)","feathery Plumarella",1996
44087,"Thouarella sp.","",1996
44094,"Amphilaphis sp.","",1996
85175,"Paracaudina chilensis","rattail sea cucumber",1996
71790,"Neoberingius sp.","",1995
44020,"Caryophyllia sp.","",1995
44030,"Stylaster sp.","",1995
44060,"Distichopora sp.","",1995
41300,"Anthomastus sp.","",1995
201,"Apristurus brunneus egg case","brown cat shark egg case",1997
402,"Bathyraja sp. egg case","",1997
711,"Hydrolagus colliei egg case","",1997
20660,"Leuroglossus sp.","",1997
21594,"Chiasmodontidae","swallowers",1997
41530,"Chrysopathes speciosa","",1997
41540,"Bathypathes sp.","",1997
41550,"Parantipathes sp.","",1997
41570,"Swiftia sp.","",1997
41701,"Calcigorgia spiculifera","",1997
42015,"Umbellula sp.","",1997
69557,"Albuneidae","mole crab",1997
69642,"Calastacus investigatoris","",1997
70050,"Neomeniomorpha","solenogaster unidentified",1997
71905,"Exilioidea kelseyi","",1997
72749,"Buccinum viridum","turban whelk",1997
74325,"Solemya sp.","awning clam",1997
79001,"Taningia danae","rhomboid squid",1997
80670,"Cryptopeltaster lepidonotus","",1997
80182,"Ampheraster marianus","",1997
82001,"Brisingella exilis","",1997
82035,"Sagenaster evermanni","Evermann seastar",1997
82091,"Myxoderma sacculatum","",1997
82760,"Florometra sp.","",1997
85016,"Apostichopus leukothele","giant orange cucumber",1997
91070,"Hyalonema sp.","fiber optic sponge",1997
403,"Raja sp. egg case","",1997
10221,"Platichthys stellatus X Pleuronectes quadrituberculatus hybrid","hybrid starry flounder X Alaska plaice",1997
41700,"Calcigorgia sp.","",1997
42003,"Virgulariidae","",1997
43030,"Stomphia sp.","",1997
50161,"Aphrodita sp.","",1997
65210,"Scalpellum cornutum","eared barnacle",1997
69123,"Elassochirus sp.","",1997
71004,"Neptunea sp. egg","",1997
71777,"Beringius sp. eggs","",1997
91002,"","hairy lemon sponge",1997
91005,"","vase sponge unid.",1997
91051,"","neon yellow vase sponge",1997
91053,"Rhabdocalyptus sp.","cloud sponge",1997
91054,"Mycale bellabellensis","lampshade sponge",1997
91055,"","brain sponge",1997
91061,"Myxilla lacunosa","sulfur sponge",2008
91065,"Pachastrellidae sp. 1","mushroom sponge",1997
91066,"Histodermella kagigunensis","spud sponge",1997
91067,"Tedania kagalaskai","club sponge",1997
91086,"Mycale carlilei","trumpet sponge",1997
91068,"Monanchora pulchra","yellow leafy sponge",1997
91069,"Tethya sp.","ball sponge",1997
91071,"","staghorn sponge",1997
91072,"","orange ball sponge",1997
91076,"","orange sponge",1997
91077,"","yellow bowl sponge",1997
91078,"Polymastia pachymastia","black-orange spud sponge",1997
91079,"","black papillate sponge",1997
91080,"","yellow green papillate sponge",1997
91083,"","orange encrusting sponge",1997
91084,"","firm yellow green sponge",1997
98322,"Ascidia paratropa","glassy tunicate",1997
98324,"Halocynthia hispidus","hairy tunicate",1997
95011,"","fluffy sponge",1997
75336,"Mya elegans","elegant soft shell",1997
75330,"Mya sp.","",1997
72806,"Velutina sp.","",1997
213,"Apristurus sp.","",1998
20960,"Ceratioidei","",1998
29996,"Saccopharynx sp.","",1998
66814,"Notostomus sp.","",1998
81919,"Nearchaster sp.","",1998
20180,"Maulisia mauli","",1998
22630,"Ceratoscopelus townsendi","",1998
22705,"Nemichthys larseni","pale snipe eel",1998
26060,"Neonesthes capensis","",1998
21240,"Malacocephalus laevis","softhead grenadier",1998
43001,"Actinauge verrilli","reticulate anemone",1998
43002,"Actinostola faeculenta","rough purple sea anemone",1998
43003,"Actinoscyphia sp.","",1998
43009,"Corallimorphus sp.","",1998
21827,"Sternoptyx sp.","",1998
22261,"Rhinoliparis barbulifer","longnose snailfish",1998
69331,"Paralomis verrilli","",1998
71811,"Neptunea smirnia","",1998
80625,"Pseudarchaster dissonus","",1998
71795,"Calinaticina oldroyi","",1998
71881,"Neptunea ithia","",1998
71802,"Neptunea phoenicea","",1998
72021,"Antiplanes thalea","",1998
72544,"Solariella nuda","naked solarelle",1998
74001,"Acharax johnsoni","",1998
74326,"Solemya reidi","gutless awning clam",1998
80525,"Poraniopsis flexilius","",1998
80624,"Pseudarchaster pussillus","",1998
80691,"Mediaster tenellus","",1998
81135,"Asthenactis fisheri","",1998
81743,"Astropecten californicus","",1998
40502,"Periphylla sp.","",1998
31550,"Prionotus stephanophrys","lumptail searobin",1998
66140,"Penaeidae","penaeid shrimp unid.",1998
74130,"Crassadoma gigantea","giant rock-scallop",1998
80915,"Asterina miniata","bat star",1998
91052,"Leucandra heathi","spiny vase sponge",1998
69650,"Callianassa sp.","",1998
339,"Mustelus sp.","",1998
79002,"Decapodiform egg","squid egg unid.",1998
79259,"Ommastrephidae","",1998
20075,"Stellerina xyosterna","pricklebreast poacher",1989
41525,"Antipatharia","black coral",1999
81350,"Pteraster coscinopeplus","deepwater Pteraster",1999
44085,"Isidella sp.","articulated bamboo coral",1999
81860,"Dipsacaster anoplus","",1999
21336,"Artediellus gomojunovi","spinyhook sculpin",1999
21379,"Trichocottus brashnikovi","hairhead sculpin",1999
22184,"Eumicrotremus barbatus","papillose lumpsucker",1999
20713,"Bathymaster leurolepis","smallmouth ronquil",1999
24182,"Lycodes soldatovi","dipline eelpout",1999
72762,"Bathybuccinum clarki","Roger buccinid",1999
79405,"Cranchia scabra","sandpaper squid",1999
44033,"Stylaster cancellatus","",1999
44034,"Stylaster elassotomus","",1999
44035,"Stylaster polyorchis","",1999
44036,"Crypthelia trophostega","",1999
44082,"Errinopora nanneca","",1999
44023,"Caryophyllia alaskensis","Alaska cup coral",1999
44029,"Stylasterina","hydrocoral unid.",1999
44095,"Plumarella sp. A","pale Plumarella",1999
44096,"Plumarella sp. B","pinnate Plumarella",1999
44097,"Plumarella nuttingi","loose-branched Plumarella",1999
44091,"Fanellia fraseri","",1999
44088,"Keratoisis sp.","nodal bamboo coral unid.",1999
44089,"Fanellia sp.","",1999
22217,"Allocareproctus jordani","cherry snailfish",1999
22180,"Eumicrotremus gyrinops","Alaskan lumpsucker",1999
22190,"Eumicrotremus phrynoides","toad lumpsucker",1999
21307,"Icelinus sp.","",1999
44061,"Distichopora borealis","",1999
82100,"Anteliaster sp.","",1999
80732,"Ceramaster clarki","",1999
30035,"Adelosebastes latens","Aleutian scorpionfish",1999
22914,"Oneirodes bulbosus","hairy-lure dreamer",1999
23202,"Oncorhynchus sp.","salmon unid.",1999
23872,"Pholis sp.","",1999
23958,"Opisthoproctidae","spookfish unid.",1999
40503,"Periphylla periphylla","helmet jelly",1999
40504,"Chrysaora melanaster","",1999
40505,"Phacellophora camtschatica","egg yolk jelly",1999
40506,"Aequorea sp.","",1999
40508,"Polyorchis sp.","",1999
40511,"Aurelia sp.","",1999
40512,"Aurelia labiata","",1999
41585,"Euplexaura sp.","",1999
41586,"Euplexaura marki","",1999
42013,"Halipteris californica","",1999
43021,"Metridium farcimen","gigantic anemone",1999
43029,"Stomphia didemon","cowardly anemone",1999
54000,"Nereididae","",1999
62010,"Livoneca sp.","",1999
64012,"Neognathophausia ingens","red mysid",1999
68065,"Xanthidae","",1999
69314,"Hapalogaster mertensii","",1999
69328,"Cryptolithodes typicus","butterfly crab",1999
70110,"Lepidozona trifida","",1999
70112,"Lepidozona abyssicola","",1999
70122,"Placiphorella pacifica","",1999
71727,"Colus georgianus","",1999
71840,"Neptunea middendorffii","",1999
72739,"Buccinum picturatum","",1999
72757,"Buccinum ciliatum","",1999
74482,"Empleconia vaginata","vaginated limops",1999
79509,"Histioteuthis sp.","jewel squids",1999
80115,"Leptasterias coei","",1999
80541,"Henricia clarki","",1999
80547,"Henricia asthenactis","",1999
66841,"Bentheogennema borealis","",2006
69284,"Acantholithodes sp.","",2006
69327,"Cryptolithodes sitchensis","umbrella crab",2006
69332,"Paralomis sp. A (Clark 2006)","spiny spider crab",2006
69333,"Paralomis sp. B (Clark 2006)","short spine spider crab",2006
69334,"Paralomis manningi","",2006
69920,"Nymphon sp.","",2006
69930,"Pycnogonum sp.","",2006
70062,"Neomenia cf. yamamoti (Clark 2006)","",2006
70114,"Lepidozona retiporosa","",2006
70140,"Mopalia egretta","",2006
70151,"Stenosemus sharpii","",2006
71019,"Acanthodoris sp.","",2006
71023,"Gastropteron pacificum","Pacific batwing seaslug",2006
71026,"Tritonia festiva","festive Tritonia",2006
71105,"Cadlina modesta","",2006
71212,"Dirona pellucida","",2006
71269,"Diaulula sp. A (Clark 2006)","",2006
71271,"Adalaria proxima","",2006
71332,"Thieleella baxteri","",2006
71333,"Anatoma crispata","crispate scissurelle",2006
71352,"Puncturella cooperi","",2006
71353,"Puncturella galeata","helmet Puncturella",2006
71354,"Puncturella multistriata","many-ribbed Puncturella",2006
71355,"Cranopsis cucullata","hood puncturella",2006
71356,"Scelidotoma bella","elegant emarginula",2006
71357,"Diodora aspera","",2006
71519,"Eulima sp.","eulimas",2006
71520,"Amauropsis purpurea","purple moon snail",2006
71546,"Amphissa colmbiana","wrinkled Amphissa",2006
71547,"Amphissa reticulata","",2006
71551,"Alia gausapata","",2006
71552,"Astyris elegens","elegant dove snail",2006
71587,"Onchidiopsis sp. A (Clark and McLean)","",2006
71588,"Onchidiopsis brevipes","",2006
71589,"Onchidiopsis sp. B (Clark and McLean)","",2006
71591,"Lamellaria sp. A (Clark and McLean)","",2006
71592,"Lamellaria sp. B (Clark and McLean)","",2006
71593,"Lamellaria sp. C (Clark and McLean)","",2006
71594,"Lamellaria sp. D (Clark and McLean)","",2006
71595,"Lamellaria sp. E (Clark and McLean)","",2006
71636,"Turritella sp.","",2006
71739,"Habevolutopsius attenuatus","attenuate melon whelk",2006
71746,"Volutopsius sp. C (Clark and McLean)","",2006
71745,"Volutopsius sp. D (Clark and McLean)","",2006
71885,"Neptunea sp. E (Clark and McLean)","",2006
71898,"Colus stejnegeri","",2006
