"SPECIES_CODE","KINGDOM_TAXON","SUBKINGDOM_TAXON","PHYLUM_TAXON","SUBPHYLUM_TAXON","SUPERCLASS_TAXON","CLASS_TAXON","SUBCLASS_TAXON","INFRACLASS_TAXON","DIVISION_TAXON","SUBDIVISION_TAXON","SUPERORDER_TAXON","ORDER_TAXON","SUBORDER_TAXON","INFRAORDER_TAXON","SUPERFAMILY_TAXON","FAMILY_TAXON","SUBFAMILY_TAXON","TRIBE_TAXON","SUBTRIBE_TAXON","GENUS_TAXON","SUBGENUS_TAXON","SECTION_TAXON","SUBSECTION_TAXON","SPECIES_TAXON","SUBSPECIES_TAXON","REPORT_NAME_SCIENTIFIC"
440,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Raja","","","","rhina","","Raja rhina"
441,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Raja","","","","rhina","","Raja rhina"
445,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Raja","","","","badia","","Raja badia"
446,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Raja","","","","badia","","Raja badia"
450,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Raja","","","","stellulata","","Raja stellulata"
455,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","taranetzi","","Bathyraja taranetzi"
456,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","taranetzi","","Bathyraja taranetzi"
460,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","trachura","","Bathyraja trachura"
461,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","trachura","","Bathyraja trachura"
471,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","parmifera","","Bathyraja parmifera"
472,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","aleutica","","Bathyraja aleutica"
473,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","aleutica","","Bathyraja aleutica"
474,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","parmifera","","Bathyraja parmifera"
475,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","lindbergi","","Bathyraja lindbergi"
476,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","lindbergi","","Bathyraja lindbergi"
477,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","panthera","","Bathyraja panthera"
478,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","panthera","","Bathyraja panthera"
480,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","maculata","","Bathyraja maculata"
481,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","maculata","","Bathyraja maculata"
483,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","mariposa","","Bathyraja mariposa"
484,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","mariposa","","Bathyraja mariposa"
485,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","minispinosa","","Bathyraja minispinosa"
486,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","minispinosa","","Bathyraja minispinosa"
490,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","smirnovi","","Bathyraja smirnovi"
495,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Rajiformes","","","","Rajidae","","","","Bathyraja","","","","violacea","","Bathyraja violacea"
610,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Elasmobranchii","Euselachii","Neoselachii","Batoidea","","Torpediniformes","","","","Torpedinidae","","","","Torpedo","","","","californica","","Torpedo californica"
710,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Holocephali","","","","Holocephalimorpha","Chimaeriformes","","","","Chimaeridae","","","","Hydrolagus","","","","colliei","","Hydrolagus colliei"
711,"Animalia","","Chordata","Vertebrata","","Chondrichthyes","Holocephali","","","","Holocephalimorpha","Chimaeriformes","","","","Chimaeridae","","","","Hydrolagus","","","","colliei","","Hydrolagus colliei"
10001,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","","","","","","","","","","","Pleuronectiformes unid."
10002,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","","","","","","","","","","","Pleuronectiformes unid."
10003,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Bothidae","","","","","","","","","","Bothidae unid."
10008,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Paralichthyidae","","","","Citharichthys","","","","","","Citharichthys sp."
10009,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Paralichthyidae","","","","Citharichthys","","","","xanthostigma","","Citharichthys xanthostigma"
10010,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Paralichthyidae","","","","Citharichthys","","","","sordidus","","Citharichthys sordidus"
10020,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Paralichthyidae","","","","Citharichthys","","","","stigmaeus","","Citharichthys stigmaeus"
10041,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Paralichthyidae","","","","Hippoglossina","","","","stomata","","Hippoglossina stomata"
10050,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Paralichthyidae","","","","Paralichthys","","","","californicus","","Paralichthys californicus"
10060,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","Pleuronectoidei","","","Paralichthyidae","","","","Xystreurys","","","","liolepis","","Xystreurys liolepis"
10100,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","","","","","","","Pleuronectidae unid."
10110,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","Atheresthes","","","","stomias","","Atheresthes stomias"
10111,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","Atheresthes","","","","","","Atheresthes sp."
10112,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","Atheresthes","","","","evermanni","","Atheresthes evermanni"
10115,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossinae","","","Reinhardtius","","","","hippoglossoides","","Reinhardtius hippoglossoides"
10116,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossinae","","","Reinhardtius","","","","hippoglossoides","","Reinhardtius hippoglossoides"
10120,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossinae","","","Hippoglossus","","","","stenolepis","","Hippoglossus stenolepis"
10121,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossinae","","","Hippoglossus","","","","stenolepis","","Hippoglossus stenolepis"
10122,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","","","","","","","Pleuronectidae unid."
10129,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossoidinae","","","Hippoglossoides","","","","","","Hippoglossoides sp."
10130,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossoidinae","","","Hippoglossoides","","","","elassodon","","Hippoglossoides elassodon"
10140,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossoidinae","","","Hippoglossoides","","","","robustus","","Hippoglossoides robustus"
10141,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossoidinae","","","Hippoglossoides","","","","robustus","","Hippoglossoides robustus"
10145,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","Hypsopsetta","","","","guttulata","","Hypsopsetta guttulata"
10150,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Lyopsettinae","","","Lyopsetta","","","","exilis","","Lyopsetta exilis"
10155,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","Liopsetta","","","","glacialis","","Liopsetta glacialis"
10160,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Eopsettinae","","","Eopsetta","","","","jordani","","Eopsetta jordani"
10170,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Pleuronectini","","Parophrys","","","","vetulus","","Parophrys vetulus"
10180,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Microstomini","","Microstomus","","","","pacificus","","Microstomus pacificus"
10190,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","Embassichthys","","","","bathybius","","Embassichthys bathybius"
10200,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Microstomini","","Glyptocephalus","","","","zachirus","","Glyptocephalus zachirus"
10201,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Microstomini","","Glyptocephalus","","","","zachirus","","Glyptocephalus zachirus"
10209,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Pleuronectini","","Limanda","","","","aspera","","Limanda aspera"
10210,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Pleuronectini","","Limanda","","","","aspera","","Limanda aspera"
10211,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Pleuronectini","","Limanda","","","","proboscidea","","Limanda proboscidea"
10212,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Pleuronectini","","Limanda","","","","sakhalinensis","","Limanda sakhalinensis"
10220,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Pleuronectini","","Platichthys","","","","stellatus","","Platichthys stellatus"
10221,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","","","","","","","","","","Pleuronectidae unid."
10240,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Hippoglossinae","","","Clidoderma","","","","asperrimum","","Clidoderma asperrimum"
10250,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Psettichthyini","","Psettichthys","","","","melanostictus","","Psettichthys melanostictus"
10260,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Microstomini","","Lepidopsetta","","","","","","Lepidopsetta sp."
10261,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Microstomini","","Lepidopsetta","","","","polyxystra","","Lepidopsetta polyxystra"
10262,"Animalia","","Chordata","Vertebrata","Osteichythyes","Actinopterygii","Neopterygii","Teleostei","","","Acanthopterygii","Pleuronectiformes","","","","Pleuronectidae","Pleuronectinae","Microstomini","","Lepidopsetta","","","","bilineata","","Lepidopsetta bilineata"
